SaleDate,ProductName,StoreName,QuantitySold,Revenue,StockAvailable,LeadTimeDays,Promotion,Month,DayOfWeek,DemandLevel
2025-05-25,Keyboard,Mumbai,8,12000,170,9,1,5,6,Low
2025-11-13,Laptop,Bangalore,1,55000,175,5,0,11,3,Low
2025-06-15,SSD,Delhi,14,63000,21,1,0,6,6,Medium
2025-10-20,Laptop,Delhi,4,220000,193,6,1,10,0,Low
2025-04-01,Laptop,Chennai,1,55000,188,10,1,4,1,Low
2025-08-12,Tablet,Delhi,13,390000,152,10,1,8,1,Medium
2025-02-10,Printer,Bangalore,18,324000,29,4,1,2,0,Medium
2025-05-20,Monitor,Delhi,16,192000,101,4,0,5,1,Medium
2025-08-23,Tablet,Hyderabad,12,360000,116,4,0,8,5,Medium
2025-01-11,Router,Bangalore,19,47500,67,1,0,1,5,Medium
2025-01-14,Printer,Chennai,4,72000,172,1,0,1,1,Low
2025-11-21,Keyboard,Bangalore,10,15000,152,4,1,11,4,Medium
2025-07-31,SSD,Hyderabad,24,108000,194,6,1,7,3,High
2025-01-20,SSD,Delhi,30,135000,127,9,0,1,0,High
2025-06-14,Printer,Mumbai,16,288000,161,1,1,6,5,Medium
2025-12-06,Monitor,Bangalore,29,348000,80,6,0,12,5,High
2025-03-06,Mouse,Mumbai,2,1400,242,2,0,3,3,Low
2025-11-27,Printer,Mumbai,11,198000,55,7,0,11,3,Medium
2025-04-21,SSD,Delhi,19,85500,128,10,1,4,0,Medium
2025-06-26,SSD,Hyderabad,24,108000,77,5,1,6,3,High
2025-08-26,Monitor,Chennai,4,48000,37,6,1,8,1,Low
2025-08-28,Tablet,Hyderabad,20,600000,87,7,1,8,3,High
2025-08-12,Monitor,Hyderabad,10,120000,240,7,1,8,1,Medium
2025-04-01,Mouse,Hyderabad,11,7700,19,9,1,4,1,Medium
2025-07-13,Router,Bangalore,20,50000,55,3,0,7,6,High
2025-07-05,SSD,Bangalore,2,9000,81,2,0,7,5,Low
2025-10-06,Laptop,Chennai,2,110000,182,8,1,10,0,Low
2025-12-03,SSD,Delhi,13,58500,22,8,1,12,2,Medium
2025-06-21,Laptop,Bangalore,17,935000,241,1,0,6,5,Medium
2025-02-18,Router,Delhi,21,52500,234,7,0,2,1,High
2025-10-23,Printer,Mumbai,1,18000,216,8,0,10,3,Low
2025-05-01,Keyboard,Hyderabad,8,12000,249,1,1,5,3,Low
2025-09-19,Monitor,Mumbai,8,96000,132,3,0,9,4,Low
2025-10-08,Router,Chennai,25,62500,236,8,0,10,2,High
2025-07-08,SSD,Mumbai,22,99000,22,8,0,7,1,High
2025-08-27,Printer,Bangalore,15,270000,23,5,1,8,2,Medium
2025-08-03,Keyboard,Hyderabad,18,27000,217,6,1,8,6,Medium
2025-08-24,Router,Chennai,17,42500,96,9,0,8,6,Medium
2025-11-20,Laptop,Mumbai,12,660000,249,5,0,11,3,Medium
2025-10-02,Router,Mumbai,9,22500,244,1,0,10,3,Low
2025-06-15,Mouse,Bangalore,27,18900,119,6,1,6,6,High
2025-05-26,Router,Mumbai,28,70000,231,5,1,5,0,High
2025-11-06,Printer,Bangalore,27,486000,245,2,1,11,3,High
2025-07-26,Tablet,Chennai,4,120000,21,8,1,7,5,Low
2025-04-05,Keyboard,Delhi,9,13500,79,1,1,4,5,Low
2025-09-30,Monitor,Delhi,3,36000,183,10,1,9,1,Low
2025-08-30,Laptop,Delhi,5,275000,117,2,0,8,5,Low
2025-11-08,Mouse,Hyderabad,6,4200,139,8,1,11,5,Low
2025-09-01,Router,Bangalore,3,7500,96,7,1,9,0,Low
2025-11-14,Monitor,Hyderabad,22,264000,223,1,1,11,4,High
2025-08-02,Keyboard,Chennai,15,22500,240,6,0,8,5,Medium
2025-05-26,Monitor,Delhi,21,252000,156,4,1,5,0,High
2025-10-18,SSD,Chennai,10,45000,195,2,1,10,5,Medium
2025-09-05,Mouse,Mumbai,27,18900,157,3,0,9,4,High
2025-06-01,SSD,Bangalore,25,112500,25,3,1,6,6,High
2025-07-14,Tablet,Mumbai,24,720000,209,4,0,7,0,High
2025-01-31,SSD,Hyderabad,12,54000,146,2,1,1,4,Medium
2025-10-07,Laptop,Bangalore,28,1540000,65,3,1,10,1,High
2025-01-04,Printer,Delhi,4,72000,189,1,0,1,5,Low
2025-05-17,Printer,Hyderabad,4,72000,42,3,1,5,5,Low
2025-05-04,Printer,Bangalore,9,162000,21,3,0,5,6,Low
2025-08-09,Tablet,Mumbai,18,540000,107,3,1,8,5,Medium
2025-07-08,Router,Chennai,26,65000,129,6,0,7,1,High
2025-04-06,Printer,Hyderabad,14,252000,30,3,0,4,6,Medium
2025-04-01,Mouse,Hyderabad,10,7000,136,7,1,4,1,Medium
2025-10-30,Mouse,Chennai,29,20300,212,2,1,10,3,High
2025-06-10,Printer,Hyderabad,28,504000,55,10,1,6,1,High
2025-02-27,SSD,Chennai,25,112500,40,9,0,2,3,High
2025-07-27,SSD,Bangalore,28,126000,223,3,1,7,6,High
2025-10-10,SSD,Bangalore,15,67500,58,5,0,10,4,Medium
2025-10-11,Router,Hyderabad,5,12500,210,7,1,10,5,Low
2025-09-17,Tablet,Mumbai,26,780000,217,2,1,9,2,High
2025-07-24,Tablet,Mumbai,16,480000,37,1,1,7,3,Medium
2025-10-26,SSD,Bangalore,8,36000,10,5,1,10,6,Low
2025-01-22,Router,Mumbai,6,15000,150,10,1,1,2,Low
2025-01-23,Tablet,Mumbai,30,900000,54,7,1,1,3,High
2025-03-10,Monitor,Mumbai,15,180000,179,6,0,3,0,Medium
2025-09-12,Keyboard,Chennai,23,34500,164,10,0,9,4,High
2025-05-31,Monitor,Mumbai,12,144000,148,9,1,5,5,Medium
2025-10-29,SSD,Chennai,28,126000,146,8,0,10,2,High
2025-04-13,Router,Delhi,6,15000,110,9,1,4,6,Low
2025-10-09,Monitor,Mumbai,28,336000,229,5,1,10,3,High
2025-11-14,Mouse,Mumbai,29,20300,60,4,0,11,4,High
2025-03-09,Laptop,Chennai,14,770000,11,9,0,3,6,Medium
2025-04-25,Monitor,Mumbai,29,348000,123,9,0,4,4,High
2025-05-05,Mouse,Mumbai,17,11900,175,3,0,5,0,Medium
2025-09-01,SSD,Chennai,7,31500,90,2,1,9,0,Low
2025-07-30,Tablet,Chennai,23,690000,38,5,0,7,2,High
2025-10-18,Keyboard,Chennai,23,34500,144,1,0,10,5,High
2025-11-30,Mouse,Delhi,6,4200,55,9,0,11,6,Low
2025-01-23,Tablet,Delhi,24,720000,74,6,0,1,3,High
2025-11-16,Mouse,Mumbai,12,8400,39,10,0,11,6,Medium
2025-11-24,SSD,Hyderabad,7,31500,217,4,1,11,0,Low
2025-04-12,Tablet,Hyderabad,10,300000,83,8,1,4,5,Medium
2025-10-25,Router,Bangalore,2,5000,196,2,1,10,5,Low
2025-04-16,Tablet,Hyderabad,27,810000,15,3,0,4,2,High
2025-06-10,Router,Hyderabad,22,55000,113,4,1,6,1,High
2025-05-30,Tablet,Chennai,20,600000,40,7,1,5,4,High
2025-10-16,SSD,Mumbai,10,45000,166,2,0,10,3,Medium
2025-11-22,Router,Chennai,8,20000,39,4,0,11,5,Low
2025-06-11,Router,Chennai,27,67500,203,8,1,6,2,High
2025-06-26,Keyboard,Hyderabad,28,42000,95,5,1,6,3,High
2025-01-12,Printer,Mumbai,7,126000,204,10,1,1,6,Low
2025-03-21,Keyboard,Mumbai,13,19500,211,7,0,3,4,Medium
2025-12-23,Tablet,Delhi,24,720000,232,10,1,12,1,High
2025-01-25,Router,Chennai,3,7500,99,4,1,1,5,Low
2025-03-05,Router,Bangalore,26,65000,180,10,0,3,2,High
2025-12-18,Tablet,Mumbai,30,900000,120,10,0,12,3,High
2025-08-26,Laptop,Mumbai,14,770000,19,9,1,8,1,Medium
2025-01-16,Tablet,Mumbai,7,210000,209,5,1,1,3,Low
2025-07-17,Mouse,Mumbai,10,7000,64,4,0,7,3,Medium
2025-06-15,Keyboard,Mumbai,26,39000,61,9,1,6,6,High
2025-07-10,Laptop,Bangalore,11,605000,113,7,1,7,3,Medium
2025-10-03,Laptop,Mumbai,4,220000,32,4,0,10,4,Low
2025-10-07,Printer,Bangalore,3,54000,72,2,0,10,1,Low
2025-09-08,SSD,Delhi,8,36000,48,3,1,9,0,Low
2025-11-17,Laptop,Hyderabad,17,935000,234,6,0,11,0,Medium
2025-01-12,Mouse,Bangalore,18,12600,186,1,1,1,6,Medium
2025-11-06,Tablet,Mumbai,2,60000,113,9,0,11,3,Low
2025-11-28,Monitor,Hyderabad,10,120000,56,5,1,11,4,Medium
2025-03-07,Monitor,Delhi,8,96000,245,8,0,3,4,Low
2025-03-12,SSD,Delhi,5,22500,107,7,1,3,2,Low
2025-08-28,Printer,Hyderabad,11,198000,12,5,0,8,3,Medium
2025-07-06,Tablet,Delhi,10,300000,233,7,1,7,6,Medium
2025-06-27,SSD,Chennai,22,99000,139,4,1,6,4,High
2025-05-03,SSD,Chennai,29,130500,196,3,0,5,5,High
2025-11-07,SSD,Mumbai,4,18000,74,2,0,11,4,Low
2025-05-17,Printer,Delhi,19,342000,247,9,1,5,5,Medium
2025-11-20,Tablet,Hyderabad,10,300000,223,2,1,11,3,Medium
2025-10-19,Monitor,Bangalore,16,192000,208,9,0,10,6,Medium
2025-10-15,Monitor,Hyderabad,26,312000,166,1,1,10,2,High
2025-05-08,Mouse,Delhi,16,11200,242,8,0,5,3,Medium
2025-02-12,SSD,Hyderabad,10,45000,131,8,1,2,2,Medium
2025-07-10,Keyboard,Bangalore,18,27000,18,1,0,7,3,Medium
2025-12-30,Mouse,Delhi,16,11200,230,9,1,12,1,Medium
2025-06-01,Tablet,Chennai,16,480000,93,10,1,6,6,Medium
2025-05-31,Monitor,Chennai,8,96000,98,1,1,5,5,Low
2025-10-14,Keyboard,Chennai,21,31500,178,2,1,10,1,High
2025-07-11,SSD,Delhi,22,99000,31,10,1,7,4,High
2025-04-12,Router,Hyderabad,5,12500,164,2,0,4,5,Low
2025-03-24,Monitor,Chennai,9,108000,147,2,1,3,0,Low
2025-01-13,Router,Chennai,5,12500,67,5,1,1,0,Low
2025-06-08,Laptop,Delhi,10,550000,128,3,0,6,6,Medium
2025-08-01,Laptop,Bangalore,22,1210000,217,1,1,8,4,High
2025-06-25,SSD,Delhi,8,36000,107,2,0,6,2,Low
2025-04-12,Monitor,Chennai,27,324000,206,6,1,4,5,High
2025-05-05,Laptop,Bangalore,19,1045000,79,1,1,5,0,Medium
2025-09-06,Laptop,Mumbai,15,825000,242,10,0,9,5,Medium
2025-01-26,Router,Hyderabad,3,7500,24,1,0,1,6,Low
2025-11-12,Printer,Mumbai,6,108000,11,2,1,11,2,Low
2025-06-15,Laptop,Hyderabad,19,1045000,151,2,0,6,6,Medium
2025-01-29,Keyboard,Mumbai,24,36000,100,4,0,1,2,High
2025-04-15,Monitor,Chennai,30,360000,240,4,0,4,1,High
2025-01-10,Keyboard,Hyderabad,19,28500,234,3,1,1,4,Medium
2025-01-30,Keyboard,Mumbai,29,43500,131,3,1,1,3,High
2025-03-18,Router,Mumbai,1,2500,211,7,0,3,1,Low
2025-02-04,Router,Delhi,21,52500,235,5,1,2,1,High
2025-06-18,Printer,Bangalore,3,54000,40,6,0,6,2,Low
2025-04-14,Tablet,Delhi,12,360000,101,9,1,4,0,Medium
2025-01-10,Keyboard,Delhi,7,10500,183,4,1,1,4,Low
2025-02-01,Printer,Hyderabad,24,432000,230,9,0,2,5,High
2025-09-10,Printer,Delhi,21,378000,137,1,0,9,2,High
2025-03-02,Laptop,Mumbai,1,55000,226,9,1,3,6,Low
2025-08-23,Mouse,Mumbai,12,8400,215,8,0,8,5,Medium
2025-06-30,Tablet,Hyderabad,6,180000,82,10,1,6,0,Low
2025-10-27,Router,Bangalore,27,67500,96,6,1,10,0,High
2025-04-08,Mouse,Bangalore,18,12600,48,5,1,4,1,Medium
2025-09-17,SSD,Chennai,23,103500,54,7,0,9,2,High
2025-01-08,Tablet,Chennai,11,330000,62,9,1,1,2,Medium
2025-03-31,Tablet,Bangalore,5,150000,139,6,1,3,0,Low
2025-09-07,Laptop,Mumbai,16,880000,171,7,1,9,6,Medium
2025-03-10,Keyboard,Mumbai,16,24000,227,2,0,3,0,Medium
2025-10-02,Tablet,Bangalore,20,600000,196,10,0,10,3,High
2025-02-19,Printer,Hyderabad,27,486000,194,1,1,2,2,High
2025-09-30,Monitor,Hyderabad,30,360000,96,7,1,9,1,High
2025-12-30,Tablet,Bangalore,26,780000,250,10,0,12,1,High
2025-09-16,Mouse,Delhi,28,19600,236,1,1,9,1,High
2025-03-21,Monitor,Chennai,17,204000,167,3,1,3,4,Medium
2025-03-07,Laptop,Mumbai,12,660000,238,10,1,3,4,Medium
2025-06-15,Laptop,Bangalore,1,55000,40,10,0,6,6,Low
2025-03-02,Laptop,Mumbai,3,165000,227,6,1,3,6,Low
2025-11-01,Printer,Delhi,13,234000,33,4,0,11,5,Medium
2025-09-11,Router,Bangalore,18,45000,37,8,0,9,3,Medium
2025-12-07,Printer,Mumbai,7,126000,60,1,1,12,6,Low
2025-09-26,SSD,Chennai,3,13500,53,7,0,9,4,Low
2025-03-21,SSD,Mumbai,15,67500,67,9,0,3,4,Medium
2025-12-12,Keyboard,Chennai,23,34500,144,1,1,12,4,High
2025-04-06,Keyboard,Bangalore,9,13500,12,8,1,4,6,Low
2025-10-02,Tablet,Bangalore,25,750000,174,4,0,10,3,High
2025-05-19,Monitor,Hyderabad,10,120000,38,4,1,5,0,Medium
2025-09-10,Tablet,Bangalore,1,30000,21,6,0,9,2,Low
2025-10-15,Tablet,Chennai,21,630000,221,10,0,10,2,High
2025-01-14,Tablet,Hyderabad,11,330000,18,3,0,1,1,Medium
2025-10-10,Keyboard,Hyderabad,7,10500,182,7,0,10,4,Low
2025-03-14,Router,Chennai,27,67500,201,3,1,3,4,High
2025-03-27,Router,Bangalore,4,10000,29,9,0,3,3,Low
2025-07-12,Keyboard,Delhi,6,9000,202,2,0,7,5,Low
2025-12-31,SSD,Bangalore,15,67500,40,10,0,12,2,Medium
2025-12-16,Tablet,Mumbai,16,480000,15,6,0,12,1,Medium
2025-04-09,Tablet,Bangalore,19,570000,219,5,0,4,2,Medium
2025-03-30,Monitor,Hyderabad,10,120000,141,3,1,3,6,Medium
2025-05-09,Printer,Hyderabad,7,126000,119,7,0,5,4,Low
2025-03-22,Printer,Chennai,18,324000,220,2,1,3,5,Medium
2025-04-02,Laptop,Bangalore,27,1485000,140,3,1,4,2,High
2025-03-14,SSD,Bangalore,25,112500,224,6,0,3,4,High
2025-05-11,Laptop,Mumbai,25,1375000,154,3,0,5,6,High
2025-09-10,SSD,Bangalore,10,45000,190,9,0,9,2,Medium
2025-10-08,Router,Hyderabad,21,52500,113,6,0,10,2,High
2025-12-06,Printer,Mumbai,16,288000,190,3,1,12,5,Medium
2025-08-14,Router,Mumbai,19,47500,73,4,1,8,3,Medium
2025-05-03,Router,Hyderabad,21,52500,72,8,1,5,5,High
2025-03-09,Router,Hyderabad,14,35000,219,8,0,3,6,Medium
2025-06-22,SSD,Delhi,11,49500,150,2,1,6,6,Medium
2025-07-24,Printer,Mumbai,1,18000,184,4,0,7,3,Low
2025-09-23,Keyboard,Mumbai,14,21000,242,8,0,9,1,Medium
2025-10-27,Monitor,Delhi,18,216000,60,5,1,10,0,Medium
2025-04-03,Keyboard,Bangalore,24,36000,107,4,1,4,3,High
2025-03-14,Mouse,Mumbai,3,2100,169,5,0,3,4,Low
2025-12-08,Laptop,Hyderabad,24,1320000,21,6,1,12,0,High
2025-04-06,Mouse,Delhi,29,20300,147,6,1,4,6,High
2025-11-07,SSD,Chennai,28,126000,29,9,0,11,4,High
2025-03-17,Router,Delhi,19,47500,185,2,1,3,0,Medium
2025-12-16,SSD,Bangalore,25,112500,92,2,1,12,1,High
2025-09-11,Keyboard,Delhi,26,39000,13,2,0,9,3,High
2025-06-20,Mouse,Hyderabad,18,12600,80,1,1,6,4,Medium
2025-08-10,Laptop,Mumbai,22,1210000,210,3,0,8,6,High
2025-03-29,SSD,Hyderabad,16,72000,233,7,1,3,5,Medium
2025-05-03,SSD,Chennai,18,81000,237,10,0,5,5,Medium
2025-09-29,Monitor,Bangalore,18,216000,11,1,0,9,0,Medium
2025-03-09,Laptop,Mumbai,25,1375000,236,2,0,3,6,High
2025-05-03,Router,Chennai,10,25000,197,2,0,5,5,Medium
2025-02-16,Printer,Mumbai,7,126000,213,2,0,2,6,Low
2025-01-17,Tablet,Chennai,6,180000,168,6,0,1,4,Low
2025-08-11,Tablet,Mumbai,15,450000,230,7,0,8,0,Medium
2025-03-20,Tablet,Bangalore,19,570000,97,7,1,3,3,Medium
2025-12-08,Mouse,Chennai,14,9800,28,5,1,12,0,Medium
2025-06-06,SSD,Delhi,22,99000,244,5,0,6,4,High
2025-11-29,Laptop,Mumbai,14,770000,12,9,0,11,5,Medium
2025-05-06,Mouse,Bangalore,8,5600,230,3,1,5,1,Low
2025-06-04,Mouse,Hyderabad,3,2100,121,7,1,6,2,Low
2025-05-20,Laptop,Hyderabad,18,990000,46,6,1,5,1,Medium
2025-01-22,Laptop,Delhi,3,165000,68,7,0,1,2,Low
2025-08-28,Laptop,Delhi,9,495000,225,4,0,8,3,Low
2025-01-07,Router,Hyderabad,7,17500,157,10,1,1,1,Low
2025-08-03,Keyboard,Chennai,11,16500,74,9,1,8,6,Medium
2025-07-08,Monitor,Delhi,13,156000,39,8,0,7,1,Medium
2025-10-30,Mouse,Hyderabad,15,10500,122,8,1,10,3,Medium
2025-06-04,SSD,Chennai,8,36000,74,8,0,6,2,Low
2025-03-24,SSD,Delhi,23,103500,198,6,0,3,0,High
2025-06-03,Tablet,Delhi,14,420000,145,8,1,6,1,Medium
2025-11-18,Keyboard,Mumbai,4,6000,84,2,1,11,1,Low
2025-03-26,SSD,Chennai,22,99000,18,2,1,3,2,High
2025-09-17,Printer,Bangalore,11,198000,246,8,1,9,2,Medium
2025-09-18,Tablet,Mumbai,25,750000,47,5,0,9,3,High
2025-05-24,Tablet,Mumbai,3,90000,183,7,0,5,5,Low
2025-08-17,Laptop,Hyderabad,6,330000,29,3,0,8,6,Low
2025-07-20,Printer,Bangalore,4,72000,209,1,0,7,6,Low
2025-05-01,Monitor,Mumbai,10,120000,157,5,0,5,3,Medium
2025-08-05,Keyboard,Hyderabad,19,28500,66,8,1,8,1,Medium
2025-03-31,Keyboard,Chennai,29,43500,98,7,1,3,0,High
2025-08-01,Keyboard,Delhi,8,12000,127,1,1,8,4,Low
2025-01-18,Laptop,Delhi,2,110000,20,2,0,1,5,Low
2025-02-04,Mouse,Delhi,4,2800,196,2,0,2,1,Low
2025-11-14,Laptop,Hyderabad,13,715000,93,1,1,11,4,Medium
2025-08-30,Tablet,Chennai,8,240000,177,8,1,8,5,Low
2025-11-12,SSD,Delhi,21,94500,215,6,0,11,2,High
2025-12-21,Keyboard,Delhi,26,39000,188,4,0,12,6,High
2025-05-14,Laptop,Bangalore,22,1210000,92,5,0,5,2,High
2025-11-03,Mouse,Chennai,8,5600,30,9,0,11,0,Low
2025-03-31,Laptop,Chennai,2,110000,76,10,0,3,0,Low
2025-08-15,Keyboard,Delhi,24,36000,88,6,0,8,4,High
2025-05-11,Mouse,Hyderabad,12,8400,246,9,0,5,6,Medium
2025-10-19,Mouse,Bangalore,14,9800,161,3,0,10,6,Medium
2025-11-05,Tablet,Hyderabad,14,420000,214,3,1,11,2,Medium
2025-07-05,Laptop,Hyderabad,13,715000,176,2,0,7,5,Medium
2025-02-19,Tablet,Bangalore,6,180000,14,4,1,2,2,Low
2025-09-28,Keyboard,Chennai,12,18000,97,5,0,9,6,Medium
2025-07-29,Mouse,Delhi,30,21000,18,5,1,7,1,High
2025-09-14,Laptop,Chennai,3,165000,174,9,1,9,6,Low
2025-01-08,Laptop,Delhi,28,1540000,42,6,1,1,2,High
2025-08-25,Keyboard,Hyderabad,9,13500,53,10,1,8,0,Low
2025-06-26,Monitor,Chennai,2,24000,31,5,0,6,3,Low
2025-10-27,Printer,Bangalore,19,342000,62,4,0,10,0,Medium
2025-09-04,Printer,Delhi,23,414000,199,4,0,9,3,High
2025-11-30,SSD,Bangalore,15,67500,126,6,1,11,6,Medium
2025-11-06,Tablet,Delhi,23,690000,93,8,1,11,3,High
2025-11-04,Printer,Hyderabad,7,126000,206,1,0,11,1,Low
2025-01-24,Keyboard,Mumbai,23,34500,152,7,0,1,4,High
2025-03-22,Keyboard,Bangalore,6,9000,224,6,0,3,5,Low
2025-03-11,Laptop,Delhi,22,1210000,201,3,1,3,1,High
2025-06-24,Printer,Chennai,24,432000,250,5,0,6,1,High
2025-12-15,SSD,Bangalore,15,67500,72,7,1,12,0,Medium
2025-06-09,Monitor,Chennai,2,24000,128,3,0,6,0,Low
2025-01-28,Mouse,Chennai,14,9800,14,6,0,1,1,Medium
2025-01-22,Monitor,Mumbai,19,228000,197,9,0,1,2,Medium
2025-02-15,Laptop,Mumbai,1,55000,17,9,0,2,5,Low
2025-05-29,Mouse,Bangalore,29,20300,232,8,1,5,3,High
2025-08-29,Router,Chennai,7,17500,54,2,0,8,4,Low
2025-09-17,Router,Chennai,9,22500,241,2,1,9,2,Low
2025-12-05,Keyboard,Delhi,20,30000,62,4,0,12,4,High
2025-05-10,Laptop,Hyderabad,9,495000,124,9,1,5,5,Low
2025-04-08,Printer,Delhi,22,396000,60,5,0,4,1,High
2025-03-31,SSD,Chennai,19,85500,121,1,0,3,0,Medium
2025-10-10,Tablet,Delhi,3,90000,168,2,0,10,4,Low
2025-10-14,Mouse,Chennai,15,10500,208,9,0,10,1,Medium
2025-04-23,Tablet,Chennai,30,900000,155,6,1,4,2,High
2025-04-20,Printer,Delhi,25,450000,126,7,0,4,6,High
2025-06-25,Monitor,Delhi,26,312000,203,3,0,6,2,High
2025-02-27,Router,Hyderabad,25,62500,220,8,1,2,3,High
2025-10-29,Monitor,Bangalore,29,348000,31,7,0,10,2,High
2025-04-08,Laptop,Hyderabad,4,220000,16,7,0,4,1,Low
2025-12-16,Keyboard,Bangalore,4,6000,33,1,1,12,1,Low
2025-10-27,Monitor,Bangalore,23,276000,39,7,0,10,0,High
2025-11-16,Monitor,Delhi,30,360000,222,8,0,11,6,High
2025-11-01,Laptop,Chennai,16,880000,65,5,1,11,5,Medium
2025-04-06,Printer,Hyderabad,12,216000,88,7,1,4,6,Medium
2025-10-21,Laptop,Chennai,22,1210000,103,6,1,10,1,High
2025-01-14,Monitor,Mumbai,9,108000,249,4,1,1,1,Low
2025-04-11,Mouse,Bangalore,12,8400,150,3,1,4,4,Medium
2025-09-28,Laptop,Chennai,20,1100000,134,8,1,9,6,High
2025-01-21,Monitor,Bangalore,10,120000,72,5,0,1,1,Medium
2025-12-15,Printer,Mumbai,17,306000,203,7,0,12,0,Medium
2025-09-12,SSD,Delhi,12,54000,200,2,0,9,4,Medium
2025-08-31,SSD,Hyderabad,2,9000,122,2,0,8,6,Low
2025-05-26,Keyboard,Mumbai,4,6000,41,4,1,5,0,Low
2025-06-03,Tablet,Chennai,18,540000,47,3,0,6,1,Medium
2025-02-10,SSD,Bangalore,16,72000,59,8,0,2,0,Medium
2025-05-19,Tablet,Bangalore,29,870000,209,1,0,5,0,High
2025-09-26,Monitor,Delhi,5,60000,171,9,0,9,4,Low
2025-12-24,Keyboard,Delhi,25,37500,212,2,0,12,2,High
2025-11-10,Printer,Delhi,1,18000,16,3,1,11,0,Low
2025-02-27,SSD,Mumbai,13,58500,232,7,0,2,3,Medium
2025-09-25,Tablet,Mumbai,3,90000,62,5,0,9,3,Low
2025-09-18,Laptop,Mumbai,27,1485000,40,5,0,9,3,High
2025-12-19,Tablet,Delhi,7,210000,229,7,1,12,4,Low
2025-07-17,Laptop,Delhi,29,1595000,136,1,1,7,3,High
2025-03-04,Printer,Chennai,21,378000,40,5,1,3,1,High
2025-04-02,Monitor,Delhi,12,144000,18,5,1,4,2,Medium
2025-04-04,Printer,Bangalore,15,270000,142,6,0,4,4,Medium
2025-05-30,SSD,Bangalore,29,130500,201,5,1,5,4,High
2025-04-16,Mouse,Bangalore,20,14000,247,10,0,4,2,High
2025-11-21,Laptop,Delhi,5,275000,48,2,0,11,4,Low
2025-08-03,Keyboard,Bangalore,6,9000,10,2,0,8,6,Low
2025-07-08,Mouse,Chennai,10,7000,98,10,1,7,1,Medium
2025-12-10,SSD,Bangalore,2,9000,53,4,0,12,2,Low
2025-08-18,SSD,Bangalore,19,85500,26,9,0,8,0,Medium
2025-05-17,Laptop,Chennai,1,55000,216,5,1,5,5,Low
2025-10-07,Keyboard,Mumbai,16,24000,161,5,1,10,1,Medium
2025-08-05,Printer,Delhi,28,504000,99,3,0,8,1,High
2025-05-07,SSD,Chennai,19,85500,96,6,0,5,2,Medium
2025-09-16,Monitor,Chennai,4,48000,79,10,0,9,1,Low
2025-01-25,Monitor,Bangalore,13,156000,171,4,0,1,5,Medium
2025-04-10,Mouse,Hyderabad,25,17500,219,10,0,4,3,High
2025-12-07,SSD,Delhi,14,63000,54,5,1,12,6,Medium
2025-01-26,SSD,Mumbai,15,67500,77,6,0,1,6,Medium
2025-10-29,Monitor,Delhi,28,336000,189,10,0,10,2,High
2025-10-20,SSD,Delhi,29,130500,26,2,0,10,0,High
2025-04-10,Printer,Chennai,26,468000,182,1,0,4,3,High
2025-09-24,Mouse,Delhi,3,2100,154,7,0,9,2,Low
2025-09-01,Mouse,Mumbai,7,4900,226,7,0,9,0,Low
2025-11-24,Printer,Hyderabad,24,432000,203,10,1,11,0,High
2025-11-09,Router,Hyderabad,21,52500,65,3,1,11,6,High
2025-04-29,Laptop,Chennai,8,440000,77,8,1,4,1,Low
2025-12-18,Mouse,Bangalore,17,11900,94,10,0,12,3,Medium
2025-08-28,Tablet,Mumbai,11,330000,106,6,0,8,3,Medium
2025-04-26,Keyboard,Bangalore,29,43500,149,1,0,4,5,High
2025-05-19,Keyboard,Mumbai,16,24000,242,1,1,5,0,Medium
2025-02-09,Laptop,Mumbai,3,165000,128,3,1,2,6,Low
2025-07-18,Printer,Hyderabad,12,216000,64,2,0,7,4,Medium
2025-08-20,Laptop,Mumbai,27,1485000,47,3,0,8,2,High
2025-07-10,Keyboard,Bangalore,7,10500,88,9,1,7,3,Low
2025-01-12,Tablet,Bangalore,5,150000,205,1,1,1,6,Low
2025-09-06,Laptop,Hyderabad,5,275000,242,6,0,9,5,Low
2025-05-15,Router,Chennai,18,45000,194,10,0,5,3,Medium
2025-02-18,Printer,Mumbai,5,90000,55,6,1,2,1,Low
2025-07-23,Laptop,Bangalore,17,935000,58,10,0,7,2,Medium
2025-05-24,Laptop,Bangalore,9,495000,240,4,0,5,5,Low
2025-06-23,Mouse,Delhi,18,12600,53,2,1,6,0,Medium
2025-10-05,Router,Bangalore,30,75000,191,5,0,10,6,High
2025-02-22,Mouse,Hyderabad,9,6300,57,2,0,2,5,Low
2025-01-30,Tablet,Hyderabad,13,390000,26,7,1,1,3,Medium
2025-10-23,Mouse,Mumbai,19,13300,114,8,1,10,3,Medium
2025-07-02,SSD,Mumbai,1,4500,81,5,1,7,2,Low
2025-12-13,Mouse,Bangalore,23,16100,54,2,1,12,5,High
2025-09-28,Laptop,Bangalore,6,330000,32,5,0,9,6,Low
2025-10-04,SSD,Bangalore,4,18000,114,4,1,10,5,Low
2025-08-06,Keyboard,Mumbai,25,37500,128,10,0,8,2,High
2025-03-15,Monitor,Chennai,21,252000,43,10,1,3,5,High
2025-08-21,Router,Delhi,24,60000,74,3,0,8,3,High
2025-11-24,Laptop,Mumbai,7,385000,17,4,1,11,0,Low
2025-07-11,Monitor,Hyderabad,16,192000,226,10,0,7,4,Medium
2025-11-09,SSD,Delhi,4,18000,194,10,1,11,6,Low
